class|title
business|TD, Banknorth in Talks on Possible Deal (Reuters)
business|Unilever cuts profit growth forecasts as clouds gather over sector
world|China blast traps miners in toxic shafts
business|Merck Should Have Pulled Vioxx in 2000 -Study
world|Pope Beatifies Emperor, Nun, Three Others (AP)
business|Delta chief orders 10 pay cuts
world|India seeks formal proposal on J amp;K
sports|Ohio St. Regroups After Northwestern Loss (AP)
business|Could Be Days Before Terra Nova Restart - Petrocan
sports|Galaxy, Crew Play to 0-0 Tie (AP)
world|Taiwan Opposition Claims Victory
world|EU Urges Iran to Heed UN Nuclear Freeze Demand
business|拉米·强候选人的WTO工作-USTR
world|Najaf Fighting Flares; Sadr Forces Hold Shrine
sports|Bryan Brothers Win Masters Cup Opener (AP)
business|Middle class is richer because of these tax cuts
world|Stressed, Depressed Japan Princess May Visit Brunei (Reuters)
world|US pressures EU on China arms ban
business|Toys  #39;R #39; Us Swings to 2Q Profit
world|Man tried for UK student's murder
tech|German Court Nixes Lawsuit Against Google (AP)
business|EADS to make bid for Thales
sports|Boss plans raid on Boston market
world|宗教领袖在“会见新闻”上发生冲突
business|Update 2: Reynolds American Issues Earnings Guidance
world|Japan Court Ex-Chess Champ Fischer Can Be Deported
sports|NFL, Attorneys Meet
world|Iraqi PM Allawi's Family Targeted by Kidnappers
world|UDA  #39;ceasefire #39; begins today
world|Egypt frees Azzam Azzam after 8 years
world|Red Crescent aid convoy enters Fallujah
world|Middle East ; Iran nuclear deal  #39;tied to US election #39;
sports|Goosen, Jimenez European Tours #39; secret ingredients
world|Peace Talks for Sudan #39;s Darfur Collapse
world|UK says to evacuate 400 Britons from Ivory Coast By Reuters. &lt;b&gt;...&lt;/b&gt;
sports|Top-Ranked U.S.C. Barely Keeps Grip
sports|Johnson to Yankees Has a Life of Its Own
business|Parmalat to sue auditors
sports|Wilkinson takes over at Leicester
business|Oil Supply Fears Leave Shares Mixed
sports|Memphis Grizzlies Team Report - November 15
sports|Venus descending
business|Union anger at SA telecoms deal
tech|Apple CEO Makes Appearance Since Surgery (AP)
world|世界银行行长有可能在2005年离职（美联社）
sports|Socceroos #39; Kewell edge
sports|US pros lose their golden glow
sports|Beauty of making history irrelevant
business|Ziggy #39;s Mission Impossible
world|SAVED FROM DEATH #39;S JAWS ..BY DOLPHINS
business|NZ stocks: Sharemarket index hits fresh high
world|Defense policy overhauled to meet new global threats
world|U.S. Wants Iran to Go Before U.N. Council (AP)
sports|أطوال بعض النساء سوف تذهب إلى
business|Time Warner signs deal to allow Comcast reduce stake in cable unit
world|Golf: Woods back to best
business|Qantas to fly on despite strike threats
business|首席执行官看到更多的招聘，资本支出
business|Marathon Profit Drops, Outlook Cut
business|Variations on Power to the People
tech|The Giants of Anime are Coming
business|OPEC asks US to tap oil reserves
sports|Golf: Sorenstam surpasses two million dollars in season earnings
tech|No awards for new director Spacey
world|Japan, U.S. Reach Deal on Beef Imports (AP)
world|3 British troops killed in Iraq
sports|Merriman erreicht Hoch
world|11 named to Japanese Cabinet
sports|Cheval de l&#39;année # 39; pourrait être sur la ligne
business|SBC opens up Wi-Fi roaming
sports|Australia struggling against New Zealand
tech|IBM develops world #39;s fastest supercomputer
world|躲在萨马拉
world|Britain Lawmakers Seek Security Review
business|OPEC Seen Wary on Big Oil Quotas Increase
world|安理会同意苏丹的决议，因为敌人誓言即将达成协议（法新社）
business|Corus brings halt to losses
world|U.S. Says Iran 'Isolated' in Nuclear Quest (Reuters)
business|Chavez approves phone firm
business|Microsoft is ready to remove media player for EU
sports|Eli Manning replaces Warner at quarterback
sports|Gophers rely on golden backfield duo
business|U.S. July Output Up; Factories Run Faster
sports|Singh breaks Woods #39; money record
business|US share prices skid on record oil price
tech|Soldiers' War Blogs Detail Life in Iraq
business|Retailers fear more soft sales
business|Nonostante la sana economia globale, i ministri devono ancora affrontare problemi difficili
business|GE unterstützt die Fluggesellschaft bei Mietverträgen
world|EU Peace Force to Take Over NATO Bosnia Peacekeeping (Reuters)
business|Thayer Gets Stake in BFI
sports|Angels and Red Sox tied after six innings
business|Oil Hits \$44 as U.S. Crude Stocks Slide
world|Jet hoax exposes lapse in security
business|MG Rover tanks up with Shanghai cash
world|Bush Nominates His Top Counsel for Justice Post
world|India, Pakistan in Talks to Nudge Peace Process
world|Heineken Profit Falls As Sales Increase (AP)
sports|UPDATE 1-Mauresmo joins Zvonareva in Linz quarter-finals
tech|Laboratorio de partículas celebra 50 años
world|Malaysia Teenager in Hospital for Bird Flu Checks
business|Bidders line up for Abbey life funds
world|Police defuse bomb after Blair #39;s visit
world|Findings on Iraq by 2 UN arms inspectors
sports|“星期一晚上足球”使用空中延迟（AP）
business|Schools sue over special-ed funding
sports|Thursday #39;s NBA Roundup
world|Top-Senatsdemokraten kämpfen um politisches Überleben (Reuters)
world|Rumsfeld Visits India, Delhi Frets on Arms Sales
world|Cuban dissident freed, recounts grueling ordeal
business|Putin: State Firms Can Bid for YUKOS
world|Pakistan Security Forces Come Under Attack (AP)
world|Video: Kidnapped Turkish Driver Beheaded
world|Rumsfeld joins Iraq explosive row
business|Behind Candidates #39; Domestic Plans, an Ideological Gulf
world|Duma ratifies Kyoto protocol
sports|Roethlisberger in demand
sports|Броктон бьет Эверетта за титул
world|Sudan accepts expanding mandate of international force
world|Ivory Coast ceasefire broken
sports|Sorenstam Needs a Playoff to Beat Kerr
business|Crude oil price declines for fifth session
business|联合航空飞往美国的航班
world|Zarqawi Group Says It Killed British Troops (Reuters)
business|BP Beats Q3 Forecasts on High Oil Price
world|British envoy again blasts Kenya on graft
business|Interstate #39;s new CEO hopes to turn it around
tech|Scientists map Chromosome 5
world|Funds for population goals urged
business|Steelcase Posts Profit (Reuters)
world|Blair Visits Sudan
business|DHL Sees Loss As FedEx, UPS Dominate
world|Afghans Hail Chance for a Choice
sports|Con seis puntos asegurados, solo quedan cuatro aberturas en la persecución
business|Black quits his media empire
sports|Maryland football: Terps stun fifth-ranked Florida State
world|Frances Strikes, Knocks Out Power to 4M
business|A Glut of New and Used Cars
world|Marlins Win at Temporary Home in Chicago
world|Germany #39;s Greens applauds Nobel choice
sports|Dixon ninth overall in IRL
sports|Rain wipes out NASCAR qualifying
business|Consumer Prices Climb; Jobless Claims Up
business|Steel prices likely to raise again in Japan
world|Dazed Residents of Iraq's Najaf Survey the Damage
world|Critics Say Putin Must Address Security Corruption
world|Three foreign UN hostages released in Afghanistan (AFP)
business|General Growth to buy Rouse for \$7.2bn
business|Yen Near 6-Week Low Vs Dollar
business|India, Pak talk cooperation in hydrocarbons
world|Literary icon rejects Nigerian award
world|Hamas Leaders Apparently Quit Damascus, Says Israel
sports|Borgetti scores four as Mexico routs St. Vincent 7-0 in qualifying
tech|On Wall Street: Dominic Rushe: The slammer is no deterrent for the &lt;b&gt;...&lt;/b&gt;
world|New Zealand deports suspected spies
business|Les gains grimpent chez Hewlett
business|Town presses state for sewer funds
business|Comcast Up, Blockbuster Off Before Bell
business|Cases examine alcohol shipments and ad campaign
tech|Nintendo DS Sales Get Good Start in US, Japan
business|Update 1: BMW to Launch Its New 3-Series in March
sports|After that trip, no going back
business|Oracle Quarterly Net Income Rises 16 Pct
business|Oil Falls on Reduced Concern About Venezuelan, Russian Supply
world|Q amp;A: The Black Watch redeployment
business|Report: Time Warner Near Deal With SEC
business|Malaysia #39;s AirAsia Ready to Go Public
business|AXA retracts offer for Asian affiliate
world|India fight back to beat Germany in Champions Trophy (AFP)
sports|Gold Cup alles Perfect Drift
world|Terrorist shadow over twin disasters
business|The Party Of Blind Hatred, Hypocrisy And Hysteria
world|Landmark 50 years for Guinness Book of Records (AFP)
business|US rate futures rally after Philly Fed flop
world|Yasser Arafats life-work must be continued
business|U.S. Real Estate Investors Eye Mexico
business|Japan big business sentiment slips
sports|Phillies Decide to Keep Wagner; Rodriguez Also to Stay
world|Bush Downplays Thompson's Terror Worries (AP)
world|France and Germany escape EU deficit doghouse
sports|Kirui, Sun win world half-marathon titles
business|EU Still in Talks with Oracle
world|Bomb at India Independence Parade Kills 15 (AP)
business|Unisys to lay off 1,400 workers worldwide
business|Casual Male's Uphill Climb
business|Dollar Slips on Weaker Producer Prices
world|Iran Defies U.N. Nuclear Watchdog (AP)
world|Iraq seeks to extend arms-for-cash
sports|Steelers-Dolphins hit prime time
business|Alitalia Talks Stretch Past Deadline
world|Ex-Adviser Sees Rare Opportunity On Mideast Front
business|US #39; Snow cites  quot;shared responsibility quot; to fight economic &lt;b&gt;...&lt;/b&gt;
sports|NFL: Johnson and Johnson Stun Broncos (Reuters)
business|National Bank gets buyer interest in Irish banks
world|Donors urge Rwanda to exercise restraint on Congo
business|NTL sells broadcast business for 1.27bn
sports|Edwards #39; appeal against two-year ban fails
world|China Crime Chief Urges End to 'Social Conflicts' (Reuters)
world|Aerosols 'harm mother and baby'
world|Hostages seized by gunmen in Iraq
world|East-West standoff in Ukraine hardens, EU seeks to mediate (AFP)
business|S P 500 Companies to Show Growth (Reuters)
business|Aging population to slow down Australian economy: report
business|United ready to cut more jobs
business|China Construction Spending Down in Oct.
world|Sadr Militia to Disarm Under Iraq Peace Deal
sports|Ganguly to appeal against ICC googly
world|Shanghai's Economy Grows 14.7 Percent (AP)
business|Dollar Slumps on Regional Factory Data
business|Why Else Would Wood Leave?
world|CIVILIAN KILLED: Mortar barrage rocks Baghdad
business|Royal Doulton in takeover talks
business|Samsung Faces Concerns Over Margins
tech|Columnists: Seeds of Disaster
world|New Iraqi prison photos investigated
world|Pope celebrates Mass in Lourdes
world|US warplanes pound Fallujah
sports|Contrasting Fortunes for Irish in World Cup Openers
world|Iraqi PM:  #39;Terrorists pouring in #39;
world|Lastminute.com chairman Allan Leighton to step down (AFP)
world|Carlos aide acquitted of France raids
business|The  #39;Float #39; Is Gone As  #39;Check 21 #39; Goes Into Effect
business|Beware abuses of 529 plans
business|Global Markets: U.S. Treasuries Pare Gains
sports|Glorious Garcia inspires charge
sports|NL Wrap: Jones Leads Braves Closer to Division Title
world|Mexican Lawmakers Approve Controversial GM Law
world|French troops die in Ivory Coast flare-up
tech|Nokia exits ringtones
world|UN mulls Syria-Lebanon resolution
world|Sri Lanka attack raises tension
world|US probes flu jab 'price scams'
business|BHP retains confidence in China
business|Francis, Late Holiday Hit Chain Sales
business|Will sagging Dow predict the winner?
world|Audiences ouvertes avec contestation devant les tribunaux
sports|Owen on target again
business|Ellison testifies in takeover lawsuit
business|SUSAN TOMPOR: Now we #39;ll see if Google clicks
sports|Brown Does Triple Duty for Patriots (AP)
business|Stelco #39;s dance card getting crowded
world|Blair attends Bigley memorial service
business|On tap: aluminum bottles
world|Pakistan deals big blow to militants
world|Arafat: Doctors to Carry Out New Tests
sports|Davenport gana el cuarto título consecutivo
business|PeopleSoft Relents, Agrees Oracle Bid
world|Ten Colombian Police Die in Marxist Rebel Ambush (Reuters)
world|8 Dead, 79 Wounded in Chinese Mine Fire
world|Чеченские повстанцы погибли в столкновениях
world|Bush sharpens jabs against Kerry ahead of debates (AFP)
business|Botswana firm 'dismisses' workers
world|N.Korea says US overture a  quot;crafty trick quot;
business|IBM to take \$320M charge for pension settlement
tech|Photo gallery: Game on for tech gear
sports|Caution! Master Blaster returns to work
world|Japan sentences web film pirate
business|Greenspan Tries to Soothe Housing Worries
business|Germany Boosts Borrowing to New Record (AP)
business|油价跌至每桶50美元
sports|Writing on wall is in invisible ink to ailing Gannon
business|Oil  amp; Natural Gas Buys 55 Stake in Australian Block (Update1)
business|US Air Reaches Giveback Deal with Pilots (Reuters)
business|Intuit Posts Wider Loss After Charge
business|شكوى منظمة التجارة العالمية المرفوعة ضد الولايات المتحدة وكندا
sports|AL notables
business|U.S. to File Case Over Airbus Subsidies
world|Two Embarrassments
world|Koizumi moves to sell off Japan Post
world|Optimism from Bigley negotiator
world|Germans Reject NATO-Afghan Proposal (AP)
business|Charles Schwab Cuts Online Commissions
business|Oil Above \$49 on Heating Fuel
business|Intel Names Otellini New CEO
business|Jaguar confirms cut in production
business|Wal-Mart Posts Weak Sales Forecast
world|Rosales urges faithful to pray for Sins recovery
business|Report on Fannie Mae Regulator a Secret
business|US Airways strike averted until new year
world|Seven die in Japan 'suicide pact'
world|Church Says Girls' Communion Not Valid
sports|Savage Blow for Blues
business|China keeps tight rein on credit
sports|Expert Appointed in Baylor Player Death (AP)
world|Karzai wins Afghan presidential election
business|Merck slashes '05 forecast, citing Vioxx
world|Wie wird die Türkei auf die wachsende Gewalt der Rebellen reagieren?
business|Putnam to pay \$40m to settle SEC probe
business|Japanese Banking Group Mizuho Reports Dip
world|Crisis grips divided Ukraine over disputed presidential vote (AFP)
world|Cheney: Kerry's View of Terrorism 'Naive' (AP)
world|Philippine Rebels Free Troops, Talks in Doubt
world|European stocks post small gains in quiet trading (AFP)
business|Merck Pulls Vioxx
world|Turkey Movie Theater Fire Injures Dozens
sports|تحديث 1 - ديل بييرو ينهي الجفاف في مرمى ايطاليا
business|Airlines may return to profit in  #39;05
business|Nikkei Up Over 1 Percent at Midday
business|Lofty Fuel, Low Fares Batter Airlines
sports|EAGLES 15, RAVENS 10 Owens Breaks Some Tackles and Burns More &lt;b&gt;...&lt;/b&gt;
business|Eskew: UPS CEO Joins IBM #39;s Board
world|Israel Boosts Security for Sharon, Others
world|Musharraf: Speed up Iraq exit plan
world|Bomb Kills 16 During Indian Celebration
sports|El delantero del AC Milan, Inzaghi, está fuera por tres meses después de la cirugía
tech|IBM Rolling Out Biggest WebSphere Update in 2 Years
tech|DCML And Oasis Team To Boost Data-Center Interoperability
business|Proxy fight may ensue on Oracle-PeopleSoft saga
world|Summary: Rice, Bush Have Good Relationship (AP)
business|Murdoch acts to block rival #39;s takeover bid
business|New Game in Town: ESPN Phone
sports|Federer Survives Agassi Comeback to Reach Semifinals
business|Spending Rebounds, Good News for Growth
world|Two more US soldiers charged with murder
business|30-Year Mortgage Rates Lowest Since April (Reuters)
business|Oil Climbs as Hurricane Ivan Nears U.S.
business|IBM Net Flat; Says Confident on Outlook
sports|На четыре дня позже, чем планировалось, № 39; Ноулс застрелили в конце трости № 39; &lt;B&gt; ... &lt;/ b&gt;
world|Tentative Accord Reached in Najaf to Halt Fighting
world|Samarra sees repeated attacks, British defense minister visits &lt;b&gt;...&lt;/b&gt;
tech|Bluetooth flying bot creates buzz
tech|Microsoft Sets December Release for Next-Gen Enterprise IM Server
business|Stocks Fall, Led by Tech Sector
business|Kerry attacks Bush overtime changes
world| #39;No #39; to Foreign Intervention  #39;Yes #39; to Federation in Darfur
world|Chirac Denies He Refused to See Iraq's Allawi (Reuters)
business|SUSAN TOMPOR: Now we #39;ll see if Google clicks
business|Parmalat Investors Flock to Milan Court Hearing Seeking Damages
sports|アンプ、M、ビッグ12ライバルでのOUバトル
sports|Tressel:  #39;Allegations Made Against Me Totally False #39;
business|Kuwait Will Meet Its OPEC Cut (Reuters)
world|Fernando Poe Jr. Dies; Filipino Film Star, Presidential Hopeful
sports|No more matches for umpire
business|New Issue - Fannie Mae sells \$10.5 billion in bills
world|Stocks End Higher on Upbeat Economic News
business|زيغي على الاستقالة
sports|Fans split on Notre Dame coach #39;s firing
world|Chained captive renews plea to Blair
sports|Rangers dig in for a capital victory
sports|Clarke wins Taiheiyo Masters
world|China Invokes Deng to Send Tough Taiwan Message
business|Space-age sport 
business|Stocks Set to Open Flat; Oil Eyed
world|Russia offers huge bounty for Chechens
world|Death toll in Haiti floods hits 1,650
business|UPDATE 2-Citigroup rating cut by Merrill, shares fall
business|2 Companies Get Contracts to Protect Jets
world|Protesters Urge Delay for Ohio Electors (AP)
world|Egypt, Israel agree on border security
business|OPEC To Monitor Impact of US Polls on Oil Prices
business|Preparing your business for the unexpected
business|AOL Paddles Into Crowded Travel Pool
business|SEC Pounces on Ford and GM, the 800-Pound Gorillas
sports|Argentina topples NBA stars
business|Netherlands Buys Gas Pipes From Exxon, Shell Venture (Update2)
world|Two Koreas Discuss Road, Rail Links Across Border (Reuters)
world|Compromise Said Possible on Iran Nukes
world|Activists Storm Parliament in Rebel Georgia Region
business|Giant insurer under investigation
world|US looking at uniform issue
world|Doctor who coauthored memoir of UN peacekeepers is let go
sports|Kirilenko sparks Jazz with 8 blocks
business|Profit Jumps at Homebuilder Lennar
world|Japanese corporate bankruptcies in August fall for 20th month in row (AFP)
business|Oil Firms Say Iraqi Purchases Were Legal
tech|La polizia britannica arresta il sospetto del codice sorgente Cisco
business|Alcoa, BHP to sell Integris Metals
tech|Open, closed, whatever: Novells mixed source software
sports|New Orleans Quarterback Aaron Brooks Tweaks Strained Right Thigh in Game Against Green Bay (AP)
business|Head of household title must be earned
world|Venezuela ratifies referendum vote
world|PLO leader apologizes to Kuwait
sports|SORRY ROONEY: I #39;M WRONG
business|UPDATE 3-TD Bank woos Banknorth for US expansion
business|State Vioxxユーザーが心の病気を訴えるために並んでいます
business|Australian jobless rate hits 27-year low
world|Italy #39;s Muslims Join Demonstrations Against Kidnappings
tech|Longhorn #39;s range shrunk for greater speed
world|Wariner Leads U.S. Sweep in 400
business|Oil Clings to  #36;50, Fuel Stocks to Fall (Reuters)
sports|It was him
business|التصرف الأيرلندي بقيمة 967 مليون دولار لصالح NAB
world|Karzai #39;s main rival concedes defeat in Afghan poll
business|Life in the IT fun house
sports|Cal throws scare into USC Almost a special victory gt;
business|Arm reaches out to buy Artisan
business|News Corp. Profit Rises 27 on Higher Cable Ad Sales (Update2)
business|Pressure Said to Be Building for Ouster of Marsh's Chief
world|Egypt to Host Summit on Iraqi Elections (AP)
business|Oil prices up on Yukos woes
world|Pakistan Arrests Over a Dozen Suspected Militants
business|Brown-Forman to make first move in 300m Glenmorangie bid battle
business|Resignations jolt India #39;s Reliance
world|US presses atomic energy agency for strong stand on Iran
business|Airbus May Supply Planes in Cebu Air #39;s \$350 Mln Fleet Renewal
business|Stocks open higher on advances in US shares
world|Normal life resumes in Kathmandu Valley
sports|Two down in India #39;s shaky start
sports|Injuries prevent Fox from continuing career
world|U.S. Would Respect Fair Iraq Election (AP)
world|Presidential Vote Under Way in Chechnya Amid Fears of Violence
business|UPS # 39؛ أرباح الربع الثالث ترتفع بنسبة 20٪ على المبيعات
business|Russia #39;s Yukos seeks protection in US
tech|Insurance Falls Short for Many Workers
business|Melnyk steps aside at Biovail
business|Navy Plans to Buy Fewer Ships
world|Analysts see Spain #39;s ETA blow as harshest in 12 yrs
business|Ontario Budget Deficit Is Unchanged at C\$2.2 Billion (Update1)
tech|Global Warming Fast Facts
sports|Top-ranked football team wins with flags, whistles
business|Fannie Mae Execs, Regulator Square Off
world|Israeli fire 'kills girl' in Gaza
business|Georgia Crematory Manager Pleads Guilty and Gives Apology
world|Kerry, Bush Escalate Battle Over Vietnam Ads (Reuters)
world|In Shadow of 9/11, Hamburg Tracks Atta Contacts (Reuters)
world|Seven Marines killed in car bomb attack near Fallujah
business|Soybean farmers face a winter of decision
world|Americans in Afghan Trial Ask FBI for Documents
world|U.S. Probes Death of Afghan Detainee (AP)
sports|Games Rock Athens, Thousands Party Nightly
business|Oil price  #39;will stabilise #39;
tech|Scientist: Early Humans Ran Wild
business|Bye-bye, floppy. It #39;s been good to know you
sports|YES!!! 
tech|Abandoning Computer Programs for Hands-On Rock
world|War said to give momentum to terrorists
business|ConocoPhillips pays \$2bn for Lukoil stake
tech|Battle brews over California emissions rule
world|Turkish engineer for US firm killed in Afghanistan
world|French conservatives vie for party loyalty
sports|Neon Deion  #39;Excited, Can #39;t Wait #39; To Play
world|Bomb rocks Indonesia #39;s Paris embassy
world|Bosnia Serb PM Resigns, Rejects Western Pressure
business|Томкинс в фокусе в тихом начале лондонских торгов
business|Weinsteins look to stay with Disney
business|Kmart appoints Lewis new CEO, president
sports|NBA: LA Lakers 84, Houston 79
sports|Willingham and Weis Make It Official
business|Tommy Hilfiger Shares Tumble on Probe
business|NTL以12.7亿美元出售桅杆交易
world|Colombia Rebels May Explore Peace Talks
world|Flood crest safely passes Yangtze dam
business|Honeywell Agrees Takeover of UK's Novar
business|Growth was key to J amp;J, Guidant deal
sports|＃39; Nats玩粗鲁的客人
world|Turkey warns US on northern Iraq
business|Delta pilots approve \$1 billion in concessions
business|US banks want a piece of Texas
world|Former rebel leader elected Kosovo prime minister
world|Bush defends Iraq war
world|Spain Holds Syrian, Alleges Militant Islamist Links
business|US Airlines Hit Financial Turbulence
business|Stocks Slip, Retail, Finance Weigh
world|Congress Approves Lewis and Clark Park (AP)
business|YUKOS Calls Meeting to Mull Bankruptcy
business|Everyone benefits from accountability
business|UPDATE 5-Credit Suisse Q3 boosted by insurance, one-offs
world|Supreme Court Questions Juvenile Death Penalty (Reuters)
business|Health Care Can Be Cured: Here's How
world|Car bomb explodes in Baghdad
sports|Top-Ranked U.S.C. Barely Keeps Grip
business|Update 3: AP: CNNfn Will Shut Down After 9 Years
world|Japan's Wide Role in Afghanistan
sports|Houston Ready for Next Step
world|Kidnapped CNN producer released in Gaza
business|Merrill Cuts Citigroup, Shares Drop
world|Baghdad Green Zone targeted by car bombers
business|Finance Leaders Tackle Terror Financing (Reuters)
world|Dollar bounces back from low
world|Koizumi Visits Brazil's Expatriate Haven (AP)
business|Oil Extends Slide, Supplies Seen Growing
world|Paul Hamm Waits Out Boos, Then Wins Silver
business|Planes pull US durable orders lower
world|Romania Opposition Sees Fraud, Demands Poll Rerun
business|BP Relies on Russia for Higher Production
world|Four Palestinian millitants killed in Jenin
business|McDonald #39;s Says Chief Executive Charlie Bell Resigns (Update1)
business|Dress Barn Posts Lower 1Q Profit
business|オーストラリア＃39; s 7 Chmn：43株を売却する計画はありません-2-
world|Chicago Mayor's Son Enlists in Army at 29 (AP)
business|Consumer Sentiment Fades in October (Reuters)
sports|Soccer: Euphoric Iraq Reach Semi-Finals
world|Immune find may help transplants
business|Nextel Deal Sees Sprint Shares Rise
sports|النتيجة النهائية: تينيسي 27 ، غرين باي 7
world|Myanmar leader on historic visit to India
business|M amp;S completes per una purchase
business|Bush to Avoid Sneak Peek at Jobs Data (Reuters)
sports|Australia lauds bowler #39;s wicket achievement
tech|Comet Research Pioneer Whipple Dies (AP)
world|Mystery Lingers: Whereabouts of His Hidden Fortune
business|Genta Can #39;t Catch a Break
tech|Naturalists Struggle to Save Iran Cheetahs (Reuters)
business|Samsung Beats Motorola In Market Share
business|Le scorte terminano nettamente in rialzo con il calo dei prezzi del petrolio
world|Hamas leader surfaces in Cairo to discuss Israel's withdrawal from Gaza (Canadian Press)
world|Two US Marines Killed in Volatile Western Iraq
sports|Croyle #39;s injury clouds postseason optimism
business|Canadian Bonds Rise, Dollar Drops After Core Inflation Declines
world|Aboriginal welfare plans cause stir
sports|Colts Sign Gramatica for Kickoffs
world|Italians Divided After Return of  #39;Simonas #39;
sports|布莱克本加大对休斯的追逐
business|Riggs Probe Finds Evidence of Crimes
business|Nikkei Down at Midsession
business|Oracle's PeopleSoft Bid Deadline Nears (Reuters)
world|Peace talks for Sudan #39;s Darfur region restart in Nigeria
business|المجلس الأعلى للتعليم يحقق في مطابقة الأسهم في شركات وول ستريت
business|Hooters Air brings flights to Rockford
world|First results in historic Afghan vote put Karzai in lead (AFP)
tech|Sage Grouse Listing May Curb Natural Gas (AP)
world|U.S. Hostage Mourned in Ga. Hometown
sports|Rossi reigns supreme
business|Airborne Cell-Phone Ban Likely to Remain for Now
business|Mobile cash points coming soon
world|U.S., Iraq Pressing for Electoral Conference -NYT
world|India not Mushy on Jammu and Kashmir
business|No petrol, diesel price hike for now
business|Southwest Airlines Third-Quarter Profit Increases
world|Indo-Pak thaw: a little chill sets in
business|Court OKs Air Canada Restructuring Plan
world|Goodbye Gaza
world|Iraq #39;s northern oil exports halted
world|Edwards Accuses Bush of Failed Leadership (AP)
business|Making Your Insurer Pay
world|Chirac, Qaddafi Discuss Bulgarian Nurses Fate
business|Verizon per acquistare più licenze
world|Haiti bracing for more violence
world|Soldiers killed in border attack
sports|Athletics: Radcliffe is redeemed by triumph in epic struggle
tech|Yahoo hat ein Problem mit den Nazis
business|Stocks Ascend as Oil Eases and Techs Gain
business|Update 1: Camden Property to Buy Summit Properties
world|Election will resonate beyond Australia
sports|Miami Heat Crush the Bulls 105-81 (AP)
sports|Sheffield tops list of AL MVP favourites
world|Tension high, Dutch ponder old blasphemy law
business|UK report says Linux is 'viable'
sports|Another slow start, another fast finish for US women
world|Pigeons 'sense magnetic field'
world|Stocks Dive on Morgan Stanley, Oil Reports
business|Snow: No Need to Cut War Spending
sports|Bengals ink veteran safety Mitchell
world|44 N.Koreans Break Into Canada's Beijing Embassy
sports|All the Yankees Are Raving About Hernndez's Second Act
business|Job cuts eat into RBC #39;s Q4 earnings
world|Despairing for Darfur
world|New India-Pakistan ties hailed
world|Nation puts its trust in Howard
world|Strong temblor sways buildings in Taiwan capital
world|Stocks Decline on Vaccine Shortage News
world|In Texas, 28,000 Students Test an Electronic Eye
world|IAEA to discuss S.African nuclear cases next week: report
world|Judging Error Gave Hamm Gold
world|US asks Laos to probe alleged massacre of Hmong children (AFP)
sports|Miss. State's Roberts to Sit Out Game (AP)
business|Dollar baumelt in der Nähe von mehrmonatigen Tiefs
business|نورتل نتوركس تتحدث عن الوضع القائم
business|Manpower survey: Moderate hiring early next year
world|Sharon strikes coalition deal with Labor
business|Automakers focus on disabled drivers at 38th motor show
business|DaimlerChrysler, GM team on hybrids
world|Maoist Rebels Block Land Routes to Nepali Capital
business|Scotiabank 4th-Qtr Profit Rises on Capital Markets (Update1)
sports|Top players need more rest, says Eriksson
world|Italy reacts with horror at hostage killing in Iraq
business|Retailers predict modest rise in holiday spending
business|Pixar Vs. DreamWorks Contest Panned by Wall Street
tech|OTHER NEWS
business|Bancorp de EE. UU. Ayudado por productos de pago
business|Nation #39;s first hydrogen fuel pump opens
business|Öl in der Nähe von Gipfeln aufgrund von Sorgen um die Winterversorgung
business|Higher Oil Prices Send Dow Below 10,000
business|Talbots Profit Meets Lowered Forecast (Reuters)
world|Deadly car bombs explode in Ramadi, Mosul
business|AstraZeneca Buys 20 Stake in Cambridge Antibody (Update1)
sports|Pujols, Rolen, Edmonds line up behind Bonds, Beltre
business|Neues Scheckgesetz senkt das # 39; float # 39;
business|SPC soars on Coke takeover
business|Martha heading to West Virginia jail
business|US Airways seeks order to prohibit walkouts
business|UPDATE 2-UBS cautious as weak trading hits quarterly profit
business|Der Kaugummihersteller Wrigley erklärt sich damit einverstanden, wichtige Süßwarenmarken von Kraft für &lt;b&gt; ... &lt;/ b&gt; zu kaufen
tech|RealNetworks Slashes Prices For Music Downloads
sports|Alternative bonfire takes a while to light
world|New Cabinet meets after reshuffle
business|Kodak wins \$1bn fight over Sun #39;s Java
world|Lebanese PM appoints new cabinet
sports|Woods Is Upbeat for Next Year After 2004 Struggles
sports|Leiter toma la compra, se convierte en agente libre
world|Interim Haitian leader says he needs more troops, cash, ponders &lt;b&gt;...&lt;/b&gt;
world|Typhoon hits Japanese coast
business|Stocks lower on rising oil prices, uncertainty over next week #39;s US &lt;b&gt;...&lt;/b&gt;
world|Palestine condemns attack on deputy intelligence chief
business|Delta To Cut Wages, CEO Forgoes Pay
tech|All new chips multicore, says Intel
world|UK appeals for Bigley #39;s remains
business|Mexico to Sign Trade Deal With Japan, Reduce Dependence on US
sports|Puerto Rico Upsets United States Men
business|Former Enron asst treasurer strikes plea deal
tech|AT amp;T Wireless Goes to Market with Ogo
business|IBM Could Lose Half Its PC Prospects To Dell, HP
world|Arafat #39;s funeral today, world leaders arrive in Cairo to pay last &lt;b&gt;...&lt;/b&gt;
world|Security Council condemns armed groups in Haiti
world|Last two Egyptians  #39;set free #39;
sports|Lowe ready to contribute in any role
world|GOP to Bolster Bush Image As Strong Leader
business|Trump Hotels strikes bankruptcy deal
world|Nader Off Ballot in N.M., Ark., on in Md. (AP)
